"Word","Length","Log_Freq_HAL","predicted_gaze_duration_default"
"inaccuracies",12,6.6,278.932123310197
"inaccuracy",10,5.911,274.002278343706
"inaccurate",10,8.146,258.847040619505
"inaction",8,6.114,263.116170713221
"inactivate",10,5.407,277.540636954917
"inactivation",12,4.554,293.846045351433
"inactive",8,7.238,255.693794797824
"inactivity",10,6.301,271.295251716302
"inadequacies",12,5.389,287.665505301234
"inadequacy",10,5.844,274.470042964452
"inadequate",10,8.012,259.731579531394
"inadequately",12,4.956,290.854101608672
"inadmissible",12,4.844,291.684603206071
"inadvertence",12,2.944,306.140363615246
"inadvertent",11,5.838,279.410282685807
"inadvisable",11,4.22,291.159911733869
"inalienable",11,7.15,270.231789550168
"inane",5,7.197,242.73377538621
"inanimate",9,6.551,264.848187916207
"inanity",7,4.682,268.101444963387
"inapplicable",12,5.094,289.834056055797
"inappropriate",13,10.1,259.706225704665
"inappropriateness",17,4.248,323.525545645176
"inapt",5,2.485,273.670376928705
"inaptitude",10,1.386,307.456878626029
"inarticulate",12,5.153,289.399042031978
"inartistic",10,0,318.49918991914
"inasmuch",8,6.29,261.939877572207
"inattention",11,4.615,288.246681379403
"inattentive",11,4.111,291.968986658676
"inaudible",9,5.606,271.297173001187
"inaugural",9,6.9,262.505456618555
"inaugurate",10,4.419,284.610073001687
"inaugurated",11,5.493,281.875175573546
"inaugurating",12,3.178,304.322038855989
"inauguration",12,5.943,283.636790788517
"inauspicious",12,3.761,299.838602907103
"inboard",7,5.226,264.414028859479
"inborn",6,5.541,257.703693549648
"inbound",7,6.828,253.847096895668
"inbreed",7,3.401,276.988893178528
"inbreeding",10,6.196,272.021424609738
"Inca",4,6.576,242.278633556964
"incalculable",12,4.654,293.098917196304
"incandescence",13,2.565,314.624147119936
"incandescent",12,5.844,284.352560168745
"incantation",11,5.572,281.308838201333
"incapable",9,8.175,254.121536958645
"incapacitate",12,4.5,294.250286127989
"incapacitated",13,5.765,290.009144138735
"incapacity",10,4.654,282.912425152647
"incarcerate",11,4.71,287.550390344759
"incarcerated",12,6.232,281.557612677945
"incarceration",13,6.465,284.886741588237
"incarnate",9,6.64,264.248779204349
"incarnation",11,8.444,261.474598220033
"incautious",10,3.258,293.147843308937
"incendiaries",12,3.526,301.637818190806
"incendiary",10,5.976,273.549238705396
"incense",7,6.196,257.964427379766
"incensed",8,5.663,266.154589485054
"incentive",9,8.259,253.578681226019
"incentives",10,7.674,261.976181169328
"inception",9,7.173,260.687344688791
"incertain",9,0,312.915615103858
"incertitude",11,0.693,318.513151496679
"incessant",9,6.288,266.627431591377
"incest",6,7.306,246.3804042916
"incestuous",10,5.914,273.981352315915
"inch",4,9.7,223.756180215171
"inched",6,4.977,261.43060715566
"inches",6,9.553,232.681854895039
"incidence",9,7.912,255.828719253965
"incident",8,9.549,241.084303443599
"incidental",10,7.046,266.198254066989
"incidentally",12,8.587,265.173145792009
"incidentals",11,4.22,291.159911733869
"incidents",9,8.428,252.490018210082
"incinerate",10,5.841,274.491006317243
"incineration",12,4.682,292.890061935566
"incinerator",11,5.283,283.386179222716
"incipience",10,1.792,304.295360380693
"incipiency",10,1.386,307.456878626029
"incipient",9,5.298,273.432811448055
"incise",6,1.386,286.457256915759
"incision",8,5.525,267.091297231121
"incisive",8,5.403,267.922146293735
"incisiveness",12,1.792,315.251762404276
"incisor",7,3.401,276.988893178528
"incite",6,6.295,252.804119097176
"incited",7,4.997,265.96004668803
"incitement",10,5.371,277.795118366216
"incitements",11,3.434,297.044749227266
"inciting",8,6.001,263.87418740867
"incivility",10,3.296,292.864385647673
"inclement",9,4.615,278.228826129139
"inclination",11,7.378,268.667779922711
"inclinations",12,5.945,283.62234938325
"incline",7,6.497,255.995220469498
"inclined",8,8.544,247.332153786018
"include",7,11.881,223.205248177896
"included",8,11.148,231.467388460319
"includes",8,11.197,231.178823900148
"including",9,11.853,231.406829695518
"inclusion",9,8.504,252.001966672464
"inclusive",9,7.599,257.875413918226
"incognito",9,5.666,270.883084831102
"incoherence",11,5.088,284.796505740854
"incoherent",10,6.713,268.46456542084
"incoherently",12,5.106,289.745525686145
"incombustible",13,0,335.854847348024
"income",6,10.486,227.22019653387
"incomes",7,7.674,248.43828260748
"incoming",8,9.312,242.543306065529
"incommensurate",14,3.178,315.279401459781
"incommunicable",14,1.099,332.415889394092
"incommunicative",15,0,347.947574376496
"incomparability",15,1.099,338.347421406658
"incomparable",12,5.746,285.062878538642
"incomparably",12,3.892,298.840298923136
"incompatibility",15,6.993,291.203554058002
"incompatible",12,8.191,267.859997385066
"incompetence",12,6.957,276.408511004601
"incompetent",11,7.707,266.426882712683
"incomplete",10,8.766,254.793450030634
"incompletely",12,5.037,290.254944854788
"incompleteness",14,4.82,302.371636441369
"incomprehensible",16,6.82,297.708008841132
"incomprehension",15,4.22,312.504275878935
"incompressible",14,4.22,307.025797252636
"inconceivable",13,6.417,285.235084364277
"inconclusive",12,6.223,281.622131657763
"incongruities",13,3.178,309.752272407381
"incongruity",11,4.394,289.873004528931
"incongruous",11,5.323,283.097745854087
"inconsequence",13,0,335.854847348024
"inconsequent",12,0,329.967012381415
"inconsequential",15,6.043,298.332258130155
"inconsiderable",14,4.143,307.628244862751
"inconsiderate",13,6.045,287.94922247407
"inconsistencies",15,7.175,289.857413925526
"inconsistency",13,7,281.032847694433
"inconsistent",12,7.993,269.21361514444
"inconsolable",12,3.135,304.655363594751
"inconspicuous",13,4.942,296.149550560528
"inconspicuously",15,3.367,319.364795656469
"inconstant",10,3.401,292.08257157323
"incontestable",13,3.091,310.43909211409
"incontinence",12,5.247,288.707317225
"incontinent",11,4.787,286.987262451454
"incontrovertible",16,5.204,310.211289961083
"inconvenience",13,7.787,275.458213744678
"inconvenient",12,7.379,273.45484753338
"inconveniently",14,3.664,311.402579166456
"incorporate",11,8.215,263.0034293199
"incorporated",12,8.969,262.606825822788
"incorporates",12,7.323,273.844979216971
"incorporating",13,7.382,278.313039069426
"incorporation",13,7.036,280.775400277346
"incorrect",9,9.389,246.387714707755
"incorrigible",12,5.106,289.745525686145
"incorruptibility",16,2.565,331.768645721815
"incorruptible",13,3.829,304.660962097898
"increase",8,10.684,234.217835879234
"increased",9,9.992,242.634226237266
"increases",9,9.421,246.187073519399
"increasing",10,9.625,249.281956233338
"increasingly",12,8.645,264.781886294598
"incredible",10,9.617,249.332731593281
"incredibly",10,9.083,252.745477061322
"incredulity",11,4.883,286.286725237607
"incredulous",11,5.635,280.858017706718
"incredulously",13,4.905,296.428641227897
"increment",9,7.942,255.633405570774
"incremental",11,7.441,268.237217761187
"incriminate",11,4.934,285.915260636638
"incriminating",13,5.979,288.433453609114
"incrimination",13,3.401,307.998734670723
"incubate",8,4.533,273.922463560834
"incubated",9,4.143,281.592268492191
"incubating",10,3.807,289.079144285149
"incubation",10,5.517,276.76449839361
"incubator",9,5.283,273.537248057949
"incubus",7,5.226,264.414028859479
"incumbency",10,4.007,287.61099728357
"incumbent",9,6.952,262.158174678671
"incumbents",10,5.778,274.931606775245
"incur",5,7.323,241.956397209159
"incurable",9,5.677,270.807237253215
"incurably",9,3.689,284.865801650993
"incurious",9,0,312.915615103858
"incurred",8,7.2,255.941275777503
"incurring",9,5.635,271.096951408236
"incurs",6,4.852,262.263876882398
"incursion",9,4.977,275.67648344932
"indebted",8,6.127,263.029105036214
"indecency",9,8.199,253.966316844341
"indecent",8,8.657,246.621656470111
"indecipherable",14,4.575,304.263501675814
"indecision",10,5.513,276.792683549324
"indecisive",10,5.407,277.540636954917
"indecisively",12,1.792,315.251762404276
"indecisiveness",14,3.135,315.624727826953
"indecorous",10,0,318.49918991914
"indecorum",9,0,312.915615103858
"indeed",6,10.691,226.037438350968
"indefatigable",13,4.19,301.873828288202
"indefensible",12,5.858,284.251230706075
"indefinable",11,3.584,295.912577959661
"indefinite",10,7.097,265.852854788893
"indefinitely",12,7.185,274.808752615545
"indefiniteness",14,2.197,323.252497411349
"indefinity",10,0,318.49918991914
"indelible",9,6.529,264.996565831786
"indelibly",9,4.094,281.943760673585
"indelicacy",10,0,318.49918991914
"indelicate",10,2.89,295.907140218351
"indent",6,6.635,250.625342054415
"indentation",11,6.654,273.665715537279
"indentations",12,5.153,289.399042031978
"indenture",9,4.143,281.592268492191
"indentured",10,5.881,274.211626547109
"independence",12,9.079,261.872449458232
"independent",11,10.372,248.950405299725
"independently",13,8.45,270.847828889458
"independents",12,6.748,277.883135871345
"indescribable",13,5.429,292.500511183686
"indestructible",14,7.294,283.914523889412
"indeterminable",14,2.996,316.743605012486
"indeterminate",13,6.211,286.734898423052
"index",5,10.387,223.80017139044
"indexes",7,8.193,245.177304653226
"indexing",8,7.418,254.524763994882
"India",5,10.254,224.559230269489
"Indian",6,10.025,229.902616629521
"Indiana",7,9.343,238.103319204568
"Indianapolis",12,8.241,267.519252427055
"Indiana's",9,3.97,282.835212341026
"Indians",7,8.942,240.54650481702
"Indian's",8,4.331,275.33475440292
"India's",7,7.545,249.255522414769
"indicate",8,10.021,238.204703220159
"indicated",9,9.531,245.498614765575
"indicates",9,9.476,245.842603147223
"indicating",10,8.858,254.197382388141
"indication",10,8.851,254.242686306437
"indications",11,7.508,267.780075411222
"indicative",10,7.375,263.977954613796
"indicator",9,8.377,252.81805632758
"indicators",10,7.653,262.116276981182
"indices",7,7.524,249.388815657751
"indict",6,5.252,259.606721045676
"indicted",8,7.2,255.941275777503
"indictment",10,7.258,264.765414486762
"indictments",11,6.045,277.941705244846
"Indies",6,7.624,244.393831599088
"indifference",12,6.682,278.350439325532
"indifferent",11,6.852,272.289712423601
"indigence",9,2.398,294.383916471055
"indigenous",10,8.22,258.359855678051
"indigent",8,5.361,268.208773929733
"indigestible",12,3.689,300.388708531587
"indigestion",11,5.389,282.622472472695
"indignant",9,5.908,269.219334813796
"indignantly",11,4.575,288.540360726992
"indignation",11,6.31,276.072902769484
"indignities",11,4.984,285.551547561034
"indignity",9,4.718,277.500211270847
"indigo",6,7.89,242.744415747422
"indirect",8,7.95,251.100778185214
"indirection",11,5.497,281.846472879481
"indirectly",10,7.951,260.135243334713
"indirectness",12,1.609,316.723900719764
"indiscernible",13,2.485,315.265581629142
"indiscreet",10,4.263,285.74264416616
"indiscretion",12,5.733,285.157237649609
"indiscriminantly",16,3.296,325.651542105206
"indiscriminate",14,6.091,292.744277103647
"indiscriminating",16,1.099,344.384793943515
"indispensable",13,6.797,282.488989865446
"indispensible",13,5.389,292.798524534206
"indisposed",10,3.497,291.369596686626
"indisposition",13,2.565,314.624147119936
"indisputable",12,5.541,286.554491851431
"indisputably",12,4.949,290.905938611601
"indistinct",10,4.844,281.54726486911
"indistinguishable",17,7.131,300.630532139501
"individual",10,11.086,240.180364000561
"individualism",13,6.522,284.473637037768
"individualist",13,5.568,291.467271227011
"individualistic",15,5.472,302.700681204293
"individualists",14,4.736,303.018947072658
"individuality",13,7.354,278.511499686209
"individualization",17,3.045,333.587203243435
"individualize",13,3.332,308.540245912312
"individualized",14,5.67,295.898758031832
"individualizing",15,2.639,325.338959175386
"individually",12,8.581,265.213653895804
"individuals",11,10.606,247.471761058117
"individual's",12,7.519,272.481948212679
"individuation",13,3.932,303.863127787146
"indivisibility",14,4.19,307.260376685485
"indivisible",11,5.434,282.298879997306
"Indochina",9,5.894,269.31530572822
"indocile",8,0,307.429925334142
"indoctrinate",12,5.288,288.406125548695
"indoctrinated",13,5.994,288.323329623117
"indoctrinating",14,4.419,305.47428126898
"indoctrination",14,6.38,290.598337251285
"indolence",9,3.091,289.235782148777
"indolent",8,4.174,276.437453079905
"indolently",10,0.693,312.929331922493
"indomitable",11,4.787,286.987262451454
"Indonesia",9,8.567,251.598112844104
"Indonesian",10,7.47,263.340287313477
"indoor",6,8.157,241.099993762382
"indoors",7,7.38,250.304748685564
"indubitable",11,3.219,298.67508626296
"induce",6,7.431,245.597599832984
"induced",7,7.877,247.157661156105
"inducement",10,4.654,282.912425152647
"inducements",11,3.932,293.302531510732
"induces",7,6.127,258.417970273393
"inducing",8,6.438,260.954793322867
"induct",6,3.784,269.492492934325
"inducted",8,5.455,267.567698337105
"inductees",9,4.007,282.568920029187
"induction",9,7.535,258.295919453689
"inductions",10,3.714,289.764382988753
"inductive",9,6.317,266.430656341244
"indulge",7,7.307,250.770359996848
"indulged",8,5.602,266.568235657984
"indulgence",10,5.991,273.444797517469
"indulgences",11,4.963,285.704250664436
"indulgent",9,5.106,274.772616630139
"indulging",9,6.29,266.613856219916
"industrial",10,9.891,247.59955039087
"industrialism",13,3.611,306.356497871089
"industrialist",13,5.799,289.758226831867
"industrialists",14,5.753,295.274174642745
"industrialization",17,5.684,311.911682936503
"industrialize",13,3.829,304.660962097898
"industrialized",14,6.936,286.513960204467
"industrially",12,3.912,298.688178840611
"industries",10,9.253,251.653984411445
"industrious",11,5.263,283.530506089408
"industry",8,10.95,232.637097901052
"industry's",10,6.957,266.802084870104
"indwelling",10,4.804,281.834118534404
"inebriate",9,2.079,296.784392638954
"inebriation",11,3.178,298.987002141067
"inedible",8,4.804,272.039128387242
"ineducable",10,1.609,305.716335336789
"ineffective",11,7.431,268.305514862601
"ineffectively",13,3.466,307.489484761567
"ineffectiveness",15,4.673,308.920999884266
"ineffectual",11,5.866,279.211181617808
"inefficiency",12,6.098,282.519758753698
"inefficient",11,7.747,266.155710690515
"inelastic",9,4.984,275.627360207807
"inelegance",10,1.792,304.295360380693
"inelegant",9,4.804,276.893315115923
"ineligible",10,6.308,271.246909173606
"inept",5,6.925,244.420451137419
"ineptitude",10,5.541,276.595447719707
"ineptly",7,3.526,276.108838852817
"ineptness",9,4.304,280.440447941796
"inequality",10,7.09,265.90023598495
"inequitable",11,4.595,288.393483670438
"inequity",8,5.545,266.955338492213
"ineradicable",12,2.833,307.006697494704
"inert",5,6.433,247.501178753625
"inertia",7,7.124,251.941388042891
"inertial",8,6.718,259.101243380984
"inescapable",11,6.052,277.892178359772
"inescapably",11,3.466,296.80285643829
"inessential",11,3.892,293.601361997481
"inestimable",11,4.575,288.540360726992
"inevitabilities",15,2.197,329.020520534529
"inevitable",10,8.49,256.590052392763
"inevitably",10,7.86,260.738596648221
"inexact",7,5.056,265.560865336952
"inexcusable",11,5.872,279.168535564864
"inexhaustible",13,4.745,297.638550788901
"inexorable",10,5.011,280.352801438288
"inexorably",10,5.505,276.849062472007
"inexpensive",11,8.791,259.174904147168
"inexperience",12,5.796,284.700249779117
"inexperienced",13,7.286,278.99406485155
"inexpert",8,3.135,283.847088248678
"inexplicable",12,6.397,280.377380798546
"inexplicably",12,5.894,283.990835005895
"inexpressible",13,3.989,303.42250622607
"inexpressibly",13,1.386,324.210818442775
"inextinguishable",16,1.386,341.877713925491
"inextricable",12,3.045,305.354202255368
"infallible",10,6.415,270.509030177578
"infamous",8,8.285,248.968370718177
"infamy",6,5.375,258.795070270217
"infancy",7,6.691,254.734004344812
"infant",6,9.132,235.189130121263
"infanticide",11,5.389,282.622472472695
"infantile",9,6.258,266.831145130253
"infantilism",11,3.045,300.001070795642
"infantry",8,8.25,249.190309744174
"infantryman",11,4.369,290.05755448493
"infantrymen",11,3.738,294.754704663288
"infants",7,7.693,248.318140556507
"infant's",8,5.081,270.127477023716
"infarct",7,2.833,281.023325502506
"infarction",10,4.369,284.972586901134
"infatuate",9,0,312.915615103858
"infatuation",11,5.46,282.112084358758
"infect",6,6.992,248.357832705557
"infected",8,8.532,247.407724951266
"infection",9,9.107,248.16295027683
"infections",10,7.982,259.930024375979
"infectious",10,7.323,264.327647223142
"infelicity",10,0.693,312.929331922493
"infer",5,7.292,242.147425698513
"inference",9,7.499,258.532755078326
"inferences",10,6.18,272.132250059062
"inferential",11,4.078,292.214379030701
"inferior",8,8.611,246.910638818978
"inferiority",11,6.764,272.900413140244
"infernal",8,8.04,250.526104805215
"infernally",10,2.303,300.362374872776
"inferno",7,7.881,247.132493665851
"inferred",8,6.649,259.55678497972
"infertile",9,5.858,269.562245202879
"infertility",11,6.479,274.887667648399
"infest",6,4.883,262.056978658853
"infestation",11,5.861,279.246724971689
"infestations",12,5.455,287.182563421913
"infested",8,6.375,261.373666068458
"infidel",7,5.587,261.995086588314
"infidelity",10,5.501,276.877256239562
"infidels",8,5.635,266.344380104155
"infield",7,5.687,261.328942160671
"infielder",9,3.761,284.344123321347
"infighting",10,5.58,276.320960576401
"infiltrate",10,6.148,272.354036431764
"infiltrated",11,6.248,276.509002900293
"infiltrating",12,5.631,285.898678517931
"infiltration",12,6.324,280.898932549415
"infinite",8,9.37,242.185436599719
"infinitely",10,7.611,262.396693400156
"infinitesimal",13,5.811,289.669719624397
"infinitesimally",15,4.97,306.594028731902
"infinitive",10,4.804,281.834118534404
"infinity",8,8.495,247.640881432302
"infirm",6,4.934,261.716952795175
"infirmary",9,5.407,272.675102097161
"infirmity",9,3.807,284.011329104634
"inflame",7,4.977,266.095498530843
"inflamed",8,5.94,264.284289477426
"inflammable",11,3.97,293.01892427458
"inflammation",12,6.498,279.657378181561
"inflammatory",12,7.197,274.724811753716
"inflatable",10,6.109,272.624582977607
"inflate",7,6.412,256.549780693238
"inflated",8,7.332,255.082632647423
"inflation",9,8.864,249.702930739951
"inflect",7,3.135,278.870995676076
"inflected",9,3.892,283.397407760452
"inflecting",10,2.485,298.973896464915
"inflection",10,5.288,278.382728903815
"inflections",11,4.771,287.104185198834
"inflexible",10,6.011,273.305604626435
"inflict",7,7.093,252.14029984402
"inflicted",9,7.261,260.103974563442
"inflicting",10,6.328,271.108835084011
"infliction",10,5.298,278.311866650098
"inflorescence",13,1.946,319.62146633269
"inflow",6,5.509,257.913720723612
"influence",9,9.894,243.240331376463
"influenced",10,8.483,256.635782740809
"influences",10,8.366,257.401340535858
"influencing",11,6.727,273.157593873035
"influent",8,3.689,279.871850124029
"influential",11,7.535,267.596074181797
"influenza",9,6.637,264.268961881932
"influx",6,6.797,249.59383383452
"info",4,11.981,211.132688008667
"inform",6,9.103,235.362831603456
"informal",8,8.301,248.866978723856
"informality",11,3.761,294.582164822389
"informally",10,6.219,271.862192093409
"informant",9,6.319,266.417090988621
"informants",10,5.68,275.61839141556
"information",11,13.055,232.5137375956
"informational",13,8.127,273.084193754457
"informative",11,8.616,260.332152948503
"informed",8,9.625,240.618298625565
"informer",8,6.764,258.79799324051
"informing",9,7.671,257.403163425502
"informs",7,7.013,252.654346496072
"infract",7,0,302.040404597855
"infraction",10,5.814,274.679748557886
"infrared",8,7.532,253.787143817877
"infrastructure",14,8.701,273.924771422665
"infrequency",11,2.303,305.721953336897
"infrequent",10,6.648,268.909184057663
"infringe",8,7.036,257.012102176039
"infringement",12,7.682,271.353575664711
"infringements",13,5.894,289.058284495699
"infuriate",9,4.205,281.148151216311
"infuriated",10,5.781,274.910609773035
"infuriating",11,5.628,280.908073173724
"infuriation",11,0.693,318.513151496679
"infuse",6,5.743,256.381838750892
"infusion",8,6.562,260.132305260971
"ingenious",9,6.555,264.821219040725
"ingeniously",11,3.912,293.451908715653
"ingenuity",9,6.501,265.185530682576
"ingenuous",9,4.29,280.540418942203
"ingest",6,6.519,251.36657096874
"ingested",8,5.996,263.907778375797
"ingestion",9,6.24,266.953447955533
"inglorious",10,2.944,295.500623257147
"ingoing",7,2.485,283.524101506777
"ingot",5,4.234,261.752122836415
"ingrain",7,2.398,284.152764982685
"ingratiate",10,3.829,288.91728195787
"ingratiating",12,3.611,300.98579527544
"ingratitude",11,3.367,297.551850939363
"ingredient",10,7.564,262.710848431674
"ingredients",11,8.511,261.028981041015
"ingrown",7,4.007,272.74839225926
"inhabit",7,6.412,256.549780693238
"inhabitable",11,3.367,297.551850939363
"inhabitant",10,5.357,277.894146363408
"inhabitants",11,7.918,264.999558845095
"inhabitation",12,2.079,312.95676736364
"inhabited",9,6.945,262.204897396328
"inhabiting",10,5.472,277.081746939321
"inhalation",10,5.677,275.639442476407
"inhale",6,6.753,249.873575879022
"inhaler",7,5.313,263.829035634191
"inhaling",8,6.084,263.317201514709
"inharmonious",12,0.693,324.196607115992
"inherent",8,8.525,247.451818793822
"inherently",10,8.245,258.195473474381
"inherit",7,7.585,249.001827579768
"inheritance",11,8.171,263.298200692649
"inherited",9,8.153,254.263905400938
"inheriting",10,5.472,277.081746939321
"inherits",8,6.125,263.042497880294
"inhibit",7,6.982,252.853821189432
"inhibited",9,6.033,268.363966075183
"inhibiting",10,5.489,276.961854770583
"inhibition",10,6.14,272.409511262116
"inhibitions",11,5.771,279.887279613361
"inhibitor",9,6.575,264.686415850392
"inhibitors",10,6.394,270.653689062319
"inhibitory",10,5.05,280.074585581089
"inhibits",8,6.033,263.659306441082
"inhomogeneous",13,3.611,306.356497871089
"inhospitable",12,4.844,291.684603206071
"inhuman",7,6.526,255.806291958879
"inhumane",8,6.213,262.453857357127
"inhumanities",12,2.398,310.425484451627
"inhumanity",10,5.226,278.822477764612
"inimitable",10,5.204,278.978684602926
"iniquity",8,5.602,266.568235657984
"initial",7,10.028,233.987060391623
"initialed",9,3.611,285.432033300559
"initially",9,9.071,248.390494821338
"initials",8,7.347,254.985242015669
"initiate",8,8.042,250.513349234968
"initiated",9,8.465,252.252296216032
"initiates",9,7.551,258.190728829182
"initiating",10,6.903,267.169121567316
"initiation",10,7.629,262.276478219597
"initiative",10,8.714,255.130975891518
"initiator",9,5.948,268.945320605152
"inject",6,6.963,248.541260075831
"injected",8,7.241,255.674267020579
"injecting",9,6.443,265.577386632043
"injection",9,8.017,255.145773483973
"injudicious",11,3.332,297.817098961795
"injunction",10,7.241,264.88002701987
"injunctions",11,5.298,283.277982287714
"injure",6,7.115,247.581351161879
"injured",7,8.634,242.440075466002
"injuries",8,8.526,247.445519192354
"injuring",8,6.188,262.620950694798
"injurious",9,5.416,272.612632861148
"injury",6,8.996,236.004840817611
"injustice",9,7.729,257.023368435127
"injustices",10,6.36,270.888062717542
"ink",3,8.63,225.904171722108
"inkbottle",9,0,312.915615103858
"inkling",7,5.781,260.704310818408
"inkpad",6,0,296.745366966085
"inkpot",6,0,296.745366966085
"inks",4,6.385,243.459586918665
"inkstand",8,0.693,302.053644695985
"inkwell",7,3.584,275.701443883776
"inky",4,4.913,252.75621675527
"inlaid",6,4.564,264.193853320496
"inland",6,7.019,248.187177191009
"inlay",5,5.165,255.621123406682
"inlet",5,6.648,246.15017776071
"inlets",6,4.595,263.98543255141
"inmate",6,7.019,248.187177191009
"inmates",7,7.375,250.336612274297
"inmost",6,4.344,265.677703696136
"inn",3,9.216,222.559031450768
"innards",7,5.916,259.809844804779
"innate",6,7.088,247.751590105539
"inner",5,9.367,229.687787524012
"innermost",9,5.93,269.068592468861
"inning",6,6.023,254.560770295834
"innings",7,7.568,249.109616318954
"innkeeper",9,5.242,273.822911693274
"innocence",9,7.91,255.84174547077
"innocent",8,9.409,241.945097182745
"innocently",10,6.498,269.938039450984
"innocents",9,6.752,263.496394502423
"innocuous",9,6.666,264.073927219646
"innovate",8,5.476,267.424688851558
"innovation",10,8.133,258.932721984804
"innovations",11,7.417,268.401160019826
"innovative",10,8.902,253.912799693848
"innovator",9,5.855,269.582833710041
"innovators",10,5.434,277.349928895938
"inns",4,6.349,243.682818874724
"innuendo",8,6.525,260.377453357743
"innuendoes",10,3.892,288.454268307862
"innuendos",9,4.489,279.122743463643
"innumerable",11,6.601,274.035217919441
"inoculate",9,4.5,279.044588771783
"inoculation",11,4.585,288.466912850646
"inoculations",12,4.431,294.767625388974
"inoffensive",11,4.804,286.863084205591
"inoperable",10,5.069,279.939144558136
"inoperative",11,5.257,283.573818481148
"inopportune",11,5.05,285.072154660319
"inordinate",10,6.08,272.825932819418
"inordinately",12,4.99,290.602453240536
"inorganic",9,6.641,264.242051987691
"input",5,10.475,223.299347945432
"inquest",7,5.82,260.445593684362
"inquietude",10,0.693,312.929331922493
"inquire",7,8.051,246.065240935879
"inquired",8,6.901,257.896936200172
"inquirer",8,6.466,260.768843194079
"inquiries",9,8.979,248.972945888595
"inquiring",9,7.293,259.892163797575
"inquiry",7,8.538,243.033320908489
"inquisition",11,7.897,265.141271454889
"inquisitive",11,5.892,279.026429092539
"inquisitor",10,6.075,272.860663336377
"inroad",6,2.773,276.518794079626
"inroads",7,5.677,261.395480314527
"inrush",6,3.714,269.973176966412
"insane",6,8.795,237.215596623362
"insanely",8,6.335,261.639965917464
"insanitary",10,1.099,309.711541522762
"insanity",8,7.948,251.113563666007
"insatiable",10,6.248,271.661553507456
"inscribe",8,6.064,263.451307372464
"inscribed",9,6.751,263.503102735731
"inscription",11,6.758,272.942101668802
"inscriptions",12,6.232,281.557612677945
"inscrutability",14,1.609,328.12780245005
"inscrutable",11,5.03,285.217340184101
"insect",6,7.84,243.053604469358
"insecticide",11,5.464,282.083357540822
"insecticides",12,5.342,288.00991347465
"insectivore",11,1.946,308.513197646733
"insects",7,7.77,247.831843628886
"insecure",8,8.236,249.279140741056
"insecurity",10,6.834,267.638847791642
"inseminate",10,3.738,289.587391848265
"insemination",12,5.576,286.299274765013
"insensible",10,4.22,286.055618844491
"insensitive",11,7.147,270.252429195496
"insentient",10,3.871,288.608523686046
"inseparable",11,5.781,279.816034376639
"insert",6,10.47,227.312769317108
"inserted",8,8.538,247.369936482782
"insertion",9,7.686,257.304886814346
"insertions",10,6.328,271.108835084011
"inserts",7,8.855,241.079873236255
"inset",5,5.861,251.131685188022
"insets",6,4.078,267.482948173383
"inshore",7,4.466,269.579788931353
"inside",6,11.063,223.906865396482
"insider",7,7.165,251.678552137918
"insiders",8,6.854,258.205703887258
"insides",7,6.886,253.4725488348
"insidious",9,6.725,263.677576758873
"insight",7,8.954,240.473029424653
"insights",8,8.083,250.252003120439
"insignia",8,7.046,256.946679809987
"insignificance",14,5.124,300.040524633687
"insignificant",13,7.784,275.479252571545
"insincere",9,5.598,271.352432562765
"insincerity",11,4.29,290.641504972401
"insinuate",9,5.7,270.648715482771
"insinuated",10,5.46,277.166407951505
"insinuates",10,4.127,286.733690525866
"insinuating",11,5.533,281.588280119976
"insinuation",11,5.509,281.760382332467
"insinuations",12,5.187,289.148652588388
"insipid",7,6.011,259.182246024512
"insist",6,9.022,235.848677693827
"insisted",8,8.236,249.279140741056
"insistence",10,6.995,266.544102092049
"insistent",9,6.209,267.16421202079
"insisting",9,7.512,258.447206062892
"insists",7,8.051,246.065240935879
"insofar",7,6.994,252.776586503617
"insole",6,4.511,264.550566831222
"insolence",9,4.615,278.228826129139
"insolent",8,4.771,272.267770229523
"insolently",10,2.89,295.907140218351
"insoluble",9,5.38,272.862595707344
"insolvable",10,1.609,305.716335336789
"insolvent",9,5.043,275.213669116186
"insomnia",8,6.518,260.423858709215
"insomniac",9,6.778,263.322040366598
"insomniacs",10,3.829,288.91728195787
"inspect",7,7.37,250.368479919239
"inspected",9,6.854,262.813051030699
"inspecting",10,5.883,274.197665025344
"inspection",10,8.259,258.103465128912
"inspections",11,6.668,273.568194347774
"inspector",9,7.912,255.828719253965
"inspector's",11,3.497,296.5687106441
"inspiration",11,8.061,264.036575331977
"inspirational",13,6.37,285.576582710758
"inspirations",12,4.97,290.750455311928
"inspire",7,7.272,250.99390537848
"inspired",8,8.677,246.496117488689
"inspires",8,6.157,262.828294183387
"inspiring",9,7.128,260.986164376532
"instability",11,7.185,269.991110126367
"install",7,10.813,229.357315550014
"installation",12,10.181,254.627730455628
"installations",13,8.022,273.815155088559
"installed",9,10.826,237.536884843097
"installing",10,9.548,249.771098579425
"installment",11,6.822,272.497752161246
"installments",12,5.631,285.898678517931
"instance",8,10.199,237.12770584896
"instances",9,8.754,250.403179776744
"instancy",8,0,307.429925334142
"instant",7,9.165,239.184747660762
"instantaneous",13,7.147,279.98308778461
"instantly",9,8.574,251.553280166659
"instate",7,2.996,279.859582333773
"instead",7,11.574,224.956582213133
