"Word","Length","Log_Freq_HAL","predicted_gaze_duration_default"
"wads",4,7.068,239.262912658283
"wafer",5,6.678,245.962253207217
"waffle",6,8.374,239.771725415425
"waffles",7,5.545,262.27537335576
"waft",4,4.419,255.95504212859
"wag",3,5.858,242.422255472213
"wage",4,9.216,226.530309785694
"waged",5,6.545,246.796478806992
"wager",5,7.168,242.91304904797
"wages",5,8.756,233.288505983541
"wagged",6,3.97,268.219401097039
"wagging",7,5.587,261.995086588314
"waggle",6,3.611,270.682028563956
"waggled",7,2.639,282.414702953068
"waggling",8,3.332,282.427082748365
"waging",6,6.075,254.223998789194
"Wagner",6,8.289,240.29114082267
"Wagner's",8,5.583,266.697207526428
"wagon",5,8.213,236.535835688738
"wagonette",9,0,312.915615103858
"wagons",6,6.422,251.988074431052
"wagtail",7,1.946,287.441428258586
"waif",4,5.572,248.551107962292
"wail",4,6.078,245.369842453677
"wailed",6,5.438,258.380329935967
"wailing",7,6.319,257.157911174483
"wails",5,4.977,256.847495486118
"wainscot",8,0,307.429925334142
"wainscoted",10,0,318.49918991914
"waist",5,8.571,234.389832608601
"waistband",9,6.009,268.527985800346
"waistcoat",9,4.078,282.058628625644
"waistline",9,4.796,276.949714535894
"wait",4,11.031,216.301245987435
"waited",6,8.761,237.42101442738
"waiter",6,7.109,247.619171926272
"waiters",7,5.684,261.348901828218
"waiting",7,10.545,230.92752555156
"waitress",8,6.955,257.542637622819
"waitresses",10,5.537,276.623615659631
"waits",5,7.91,238.367490555445
"waive",5,6.542,246.815328520415
"waived",6,6.494,251.526605497266
"waiver",6,7.225,246.888993329867
"wake",4,9.398,225.483133207746
"waked",5,2.773,271.671173038684
"wakeful",7,3.434,276.756286686859
"wakefulness",11,3.738,294.754704663288
"waken",5,4.263,261.558945641044
"wakened",7,3.784,274.301238244003
"wakening",8,3.219,283.240732640691
"wakes",5,7.2,242.715237388058
"waking",6,7.894,242.719697647692
"Wales",5,8.407,235.370490454989
"walk",4,10.407,219.764829917758
"walkabout",9,4.605,278.29966723953
"walkaway",8,1.609,295.091331848843
"walked",6,9.614,232.320791775309
"walker",6,9.107,235.338865153286
"walkers",7,6.943,253.104996934144
"walking",7,9.827,235.187464547989
"walkout",7,4.111,272.027203933364
"walkover",8,3.178,283.536529933136
"walks",5,8.821,232.90278313112
"walkways",8,4.796,272.094539075088
"wall",4,11.428,214.126118874439
"wallaby",7,4.174,271.591258019222
"Wallace",7,8.737,241.805182799819
"wallboard",9,3.664,285.047163731419
"walled",6,5.829,255.821128719655
"wallet",6,7.742,243.660757223748
"wallflower",10,4.454,284.356587693789
"wallop",6,4.956,261.570411213379
"walloped",8,3.332,282.427082748365
"walloping",9,2.398,294.383916471055
"wallow",6,5.811,255.938385072144
"wallowed",8,3.332,282.427082748365
"wallowing",9,5.497,272.051053363835
"wallpaper",9,6.9,262.505456618555
"wallpapers",10,3.497,291.369596686626
"walls",5,9.403,229.477376078803
"Wally",5,7.507,240.825648508611
"Wally's",7,4.905,266.583696611319
"walnut",6,8.137,241.222784530635
"walnuts",7,5.659,261.515291687154
"walrus",6,6.273,252.945749472436
"Walt",4,8.44,231.050044291244
"Walter",6,9.2,234.782332645038
"Walters",7,7,252.737978007966
"Walter's",8,4.554,273.776057582695
"Walton",6,7.582,244.655288246747
"waltz",5,7.074,243.495053631644
"wand",4,8.598,230.122535709345
"wander",6,7.832,243.10311119836
"wandered",8,7.311,255.219042027662
"wanderer",8,6.583,259.993269841596
"wanderers",9,6.412,265.787064274626
"wandering",9,8.088,254.685005559299
"wanderings",10,4.644,282.984458775547
"wanderlust",10,7.83,260.937810892336
"wanders",7,6.474,256.145159535352
"wane",4,5.153,251.216591758701
"waned",5,5.017,256.58607346282
"waning",6,5.775,256.173059036121
"wanker",6,6.515,251.392169649153
"wanna",5,9.237,230.449214172002
"want",4,13.138,205.004439285312
"wanted",6,11.434,221.80202130711
"wanting",7,9.468,237.346812856506
"wanton",6,6.236,253.184124975268
"wants",5,11.017,220.239344848733
"war",3,11.603,209.437133716055
"warble",6,3.829,269.183933809057
"warbler",7,4.575,268.832756686746
"warbling",8,4.19,276.324874343128
"ward",4,10.102,221.477892268508
"warden",6,6.534,251.270599130539
"wardens",7,5.037,265.689349816371
"wardrobe",8,6.717,259.107839720164
"wardroom",8,2.773,286.475078234674
"wards",5,6.76,245.449324463748
"ward's",6,5.112,260.533649248485
"ware",4,7.566,236.248639849258
"warehouse",9,8.411,252.599316928828
"warehouses",10,6.477,270.082392989609
"warehousing",11,7.089,270.651772334488
"wares",5,7.053,243.625266374912
"warfare",7,8.405,243.857612503058
"warhead",7,6.385,256.726186401731
"warhorse",8,4.984,270.795366797558
"warily",6,4.875,262.110356117928
"warlike",7,5.182,264.710381216795
"warlock",7,7.031,252.53859470252
"warlord",7,8.28,244.634871020506
"warm",4,9.953,222.319614044917
"warmed",6,7.043,248.035581846224
"warmer",6,7.49,245.22898062516
"warmhearted",11,2.708,302.58597818591
"warming",7,7.971,246.566902167215
"warmish",7,3.296,277.730306176863
"warmly",6,6.551,251.161875342694
"warmonger",9,3.761,284.344123321347
"warmongering",12,3.258,303.702869910792
"warms",5,6.422,247.570498780383
"warmth",6,7.824,243.152628011213
"warmup",6,5.903,255.339638951336
"warn",4,8.345,231.609522142069
"warned",6,9.925,230.488653314559
"warning",7,10.002,234.1419908777
"warningly",9,1.946,297.790990743845
"warnings",8,8.264,249.10151040235
"warns",5,7.385,241.574792214869
"warp",4,10.823,217.44966580618
"warped",6,8.127,241.284203363994
"warping",7,6.637,255.084439116218
"warrant",7,8.776,241.565220738221
"warranted",9,7.217,260.395496258949
"warrantee",9,5.881,269.404452210387
"warrants",8,7.613,253.264344653532
"warranty",8,9.434,241.791158916532
"warred",6,3.045,274.610616827857
"warren",6,9.31,234.125767091689
"Warren's",8,5.371,268.140501453699
"warring",7,6.51,255.910511129436
"warrior",7,9.296,238.388388939174
"warriors",8,9.11,243.793812086512
"wars",4,10.11,221.432789406852
"war's",5,5.694,252.201649935079
"Warsaw",6,7.354,246.079512715853
"Warsaw's",8,2.565,287.996075748671
"warship",7,6.225,257.774045563386
"warships",8,6.48,260.67591782444
"wart",4,5.412,249.565599546762
"warthog",7,5.252,264.239067529974
"wartime",7,6.783,254.138075770454
"wartorn",7,0.693,296.758374953488
"warts",5,6.08,249.735434275204
"warty",5,3.555,266.316136988902
"wary",4,7.541,236.399049426583
"was",3,14.556,194.269332302112
"wash",4,9.058,227.443339905664
"washable",8,5.481,267.390650241603
"washbasin",9,2.565,293.134993584128
"washboard",9,5.063,275.073575808125
"washbowl",8,0,307.429925334142
"washcloth",9,5.288,273.502431423274
"washday",7,1.099,293.706867304465
"washed",6,8.071,241.628437936288
"washer",6,6.919,248.819822407154
"washes",6,6.417,252.020152305768
"washing",7,8.114,245.67090119762
"washings",8,4.407,274.802545045897
"Washington",10,10.978,240.841645523294
"Washington's",12,6.758,277.812400788909
"washout",7,4.754,267.610467411243
"washroom",8,5.231,269.097899598522
"washstand",9,0,312.915615103858
"wasn't",6,11.233,222.939913581246
"wasp",4,6.667,241.717996895465
"wassail",7,3.466,276.530915424693
"wastage",7,4.984,266.048082540635
"waste",5,10.207,224.828084313146
"wastebasket",11,5.094,284.753006598764
"wasted",6,8.774,237.342451329943
"wasteful",8,6.965,257.477080209103
"wasteland",9,6.666,264.073927219646
"wastes",6,7.85,242.991735235391
"wastewater",10,5.553,276.510961108424
"wasting",7,8.852,241.09828632928
"watch",5,10.95,220.615327757485
"watchband",9,2.565,293.134993584128
"watchdog",8,6.875,258.06769819708
"watched",7,9.718,235.841003282294
"watchers",8,7.046,256.946679809987
"watches",7,8.01,246.322214681692
"watchful",8,5.642,266.296919765334
"watching",8,10.307,236.476621730741
"watchmaker",10,3.951,288.021325217419
"watchman",8,6.41,261.140876049745
"watchmen",8,5.979,264.022019652534
"watchstrap",10,0,318.49918991914
"watchtower",10,6.609,269.17630861306
"water",5,11.571,217.15492412914
"waterbird",9,0,312.915615103858
"waterborne",10,4.431,284.523138307703
"Waterbury",9,5.68,270.786555236236
"watercannon",11,0,324.182396412142
"watercolor",10,5.278,278.453609200094
"watercolorist",13,0.693,329.981476656912
"watercolorists",14,0,341.847743121603
"watercolors",11,4.615,288.246681379403
"watercourse",11,2.708,302.58597818591
"watercress",10,4.205,286.164876687085
"watered",7,6.714,254.584891323422
"waterfall",9,6.707,263.79843413699
"waterfalls",10,5.935,273.834914862935
"waterfowl",9,5.231,273.899603899999
"waterfront",10,6.223,271.834508998182
"waterhole",9,3.219,288.294797523038
"watering",8,6.642,259.603044068895
"waterline",9,5.182,274.241493859455
"waterlogged",11,4.043,292.474869045867
"Waterloo",8,8.353,248.537739826282
"watermark",9,5.775,270.132441024719
"watermelon",10,5.956,273.688555677792
"watermill",9,3.045,289.574698190855
"waterpower",10,1.099,309.711541522762
"waterproof",10,6.765,268.10939987011
"waterproofing",13,4.644,298.404847522701
"waters",6,8.817,237.082773936927
"water's",7,5.727,261.062958874844
"watershed",9,6.301,266.53920403099
"watersheds",10,4.787,281.956119824883
"waterside",9,3.555,285.839252557072
"waterskiing",11,4.718,287.49183215034
"waterspout",10,3.466,291.599637696248
"watertable",10,0,318.49918991914
"watertight",10,4.963,280.695600378594
"waterway",8,5.352,268.270234020644
"waterways",9,5.624,271.172880129143
"waterwheel",10,2.89,295.907140218351
"waterwings",10,1.792,304.295360380693
"waterworks",10,3.989,287.742824614042
"watery",6,6.186,253.506610976747
"Watson",6,8.667,237.98986043709
"Watson's",8,5.347,268.304384600891
"watt",4,8.145,232.791802474467
"wattage",7,6.082,258.71418863135
"wattles",7,3.738,274.622654526982
"wave",4,9.863,222.829585507342
"waved",5,7.044,243.681093150452
"wavelength",10,7.238,264.900257910622
"wavelengths",11,6.542,274.447137606453
"waver",5,5.283,254.854372076917
"wavers",6,4.595,263.98543255141
"waves",5,9.217,230.566580562643
"waving",6,7.628,244.368945543175
"wavy",4,6.494,242.784936335964
"wax",3,8.592,226.122819913299
"waxed",5,6.28,248.467102275932
"waxen",5,1.386,281.435405758852
"waxing",6,6.165,253.642177555039
"waxwork",7,3.296,277.730306176863
"waxworks",8,1.792,293.719742097656
"waxy",4,4.905,252.807699775051
"way",3,13.102,201.595205163289
"wayfarer",8,4.025,277.488047438055
"waylaid",7,3.807,274.140671198741
"waylay",6,2.485,278.553671179778
"Wayne",5,9.555,228.59109514991
"ways",4,10.902,217.012770744134
"way's",5,4.174,262.152252869004
"wayside",7,6.054,258.898673618536
"wayward",7,5.889,259.988492159777
"we",2,14.035,193.41204464862
"weak",4,9.748,223.482918427808
"weaken",6,7.114,247.58765422143
"weakened",8,7.261,255.544119946243
"weakening",9,6.603,264.497806656865
"weakens",7,6.001,259.248237598273
"weaker",6,7.928,242.509695397458
"weakest",7,6.889,253.453190697951
"weakling",8,4.635,273.212081441237
"weakly",6,6.378,252.27049991428
"weakness",8,8.593,247.023811022711
"weaknesses",10,7.829,260.944453987842
"wealth",6,9.387,233.667263975651
"wealthiest",10,5.799,274.78466143061
"wealthy",7,8.49,243.330487779798
"wean",4,6.617,242.025878245892
"weaned",6,6.613,250.765751796834
"weaning",7,6.604,255.29883098125
"weapon",6,9.89,230.694118880616
"weaponry",8,8.067,250.353959393663
"weapons",7,10.258,232.620978389636
"wear",4,10.347,220.100775649941
"wearied",7,2.89,280.615823159976
"wearily",7,4.7,267.978616191436
"weariness",9,5.22,273.976317586645
"wearing",7,9.85,235.049793436816
"wearisome",9,2.996,289.936154287959
"wears",5,8.187,236.692453802306
"weary",5,7.043,243.687296915132
"wearying",8,3.045,284.498195508472
"weasel",6,7.328,246.242450010141
"weather",7,9.968,234.344747080408
"weatherbeaten",13,1.946,319.62146633269
"weathered",9,5.561,271.608154482156
"weathering",10,5.46,277.166407951505
"weatherman",10,5.525,276.708136691977
"weatherproof",12,4.159,296.815866945774
"weathers",8,5.476,267.424688851558
"weatherstrip",12,2.833,307.006697494704
"weave",5,7.026,243.79278508261
"weaver",6,7.949,242.380078904157
"weaves",6,5.68,256.79337119814
"weaving",7,6.896,253.408027461163
"web",3,11.851,208.118989123649
"Webster",7,7.971,246.566902167215
"Webster's",9,7.066,261.398432655245
"wed",3,9.622,220.270500968898
"we'd",4,9.448,225.196295899051
"wedded",6,5.136,260.374512548382
"wedding",7,9.436,237.540249278262
"weddings",8,7.391,254.699777285481
"wedge",5,7.65,239.950510715702
"wedged",6,5.743,256.381838750892
"wedlock",7,5.903,259.895844869403
"Wednesday",9,9.513,245.611139764009
"Wednesdays",10,6.616,269.128343648286
"Wednesday's",11,6.31,276.072902769484
"wee",3,7.942,229.895795332425
"weed",4,8.01,233.593251533187
"weeded",6,5.303,259.269874456083
"weeds",5,7.013,243.873483315149
"week",4,11.603,213.174268741463
"weekday",7,6.824,253.872948187994
"weekend",7,10.091,233.612076928702
"weekends",8,8.538,247.369936482782
"weeklies",8,4.317,275.432905333168
"weekly",6,9.837,231.005601180509
"weeknight",9,4.248,280.840545819341
"weeks",5,11.153,219.478124914738
"week's",6,8.319,240.107689379497
"weeny",5,5.165,255.621123406682
"weep",4,6.717,241.410507201197
"weeping",7,6.399,256.634701638922
"weepy",5,4.466,260.21069128559
"weigh",5,8.331,235.826331856917
"weighed",7,7.444,249.897252769261
"weighing",8,7.172,256.123783444485
"weighs",6,7.622,244.406275577408
"weight",6,10.433,227.526988357353
"weighted",8,7.43,254.447018916375
"weighting",9,6.146,267.593051842383
"weightless",10,4.92,281.003047016437
"weightlessness",14,4.344,306.058100703671
"weights",7,8.12,245.633378007472
"weighty",7,5.236,264.346722334849
"weir",4,6.157,244.876850789857
"weird",5,9.693,227.789410288858
"weirdly",7,4.99,266.007446988191
"weirdo",6,6.021,254.57373195156
"weirs",5,3.135,269.178987237989
"welcome",7,10.916,228.756683508062
"welcomed",8,8.498,247.621968669976
"welcomes",8,7.145,256.299896233817
"welcoming",9,6.873,262.685957498084
"weld",4,7.115,238.976797150241
"welded",6,6.471,251.673927248807
"welder",6,5.826,255.840667713838
"welding",7,6.894,253.420930421844
"welfare",7,9.928,234.583508588795
"well",4,13.222,204.566507749041
"we'll",5,10.398,223.737507082917
"wellbeing",9,4.949,275.873063980082
"wellborn",8,1.386,296.771383511103
"welled",6,4.779,262.751734297244
"welling",7,5.561,262.168562104639
"wellknown",9,4.382,279.884118452051
"wells",5,8.517,234.71228012644
"wellspring",10,5.182,279.134978954184
"Welsh",5,8.103,237.19915986606
"Welshman",8,4.248,275.917160616556
"welt",4,6.46,242.995176932201
"welter",6,4.682,263.401387558474
"welterweight",12,3.871,299.000108391713
"welts",5,5.74,251.90647502672
"wench",5,5.841,251.259585036029
"went",4,11.658,212.875990612388
"wept",4,6.006,245.82001574392
"were",4,13.406,203.610495362177
"we're",5,11.066,219.964778007584
"weren't",7,9.93,234.571564737974
"werewolf",8,8.057,250.417703157101
"Wesley",6,8.334,240.016016185933
"Wesleyan",8,6.229,262.346973418666
"Wesley's",8,4.898,271.388897438815
"west",4,11.048,216.207653299469
"westbound",9,5.142,274.520904059819
"Westchester",11,6.735,273.101966699412
"westerly",8,4.883,271.492553383621
"western",7,10.557,230.856988294903
"westerner",9,5.112,274.730648513073
"westerners",10,6.749,268.218631504168
"westernization",14,3.951,309.135605718385
"westernize",10,2.398,299.636817070107
"Westinghouse",12,6.061,282.786004736062
"Westminster",11,7.182,270.011731389187
"west's",6,6.009,254.651515746633
"westward",8,5.935,264.317932650209
"westwards",9,4.127,281.706993241268
"wet",3,9.709,219.783171490378
"wetlands",8,6.738,258.969351856757
"wetly",5,4.913,257.266324842437
"wetness",7,6.648,255.013015177452
"wetter",6,5.687,256.747612769149
"wetting",7,6.344,256.994293711472
"we've",5,10.405,223.697638932183
"whack",5,7.485,240.960568094148
"whacked",7,6.116,258.49034787056
"whacker",7,3.807,274.140671198741
"whale",5,7.728,239.474503969277
"whalebone",9,6.205,267.191419502098
"whaler",6,4.771,262.805253268638
"whaling",7,6.805,253.99577778318
"wham",4,6.579,242.26013031878
"wharf",5,6.198,248.986337433096
"wharves",7,2.708,281.919043996205
"what",4,14.098,200.054883690055
"what'd",6,5.468,258.183068213159
"whatever",8,11.304,230.549943007082
"what'll",7,5.838,260.326272386274
"whatnot",7,6.87,253.575817204769
"what're",7,5.226,264.414028859479
"what's",6,11.186,223.206828894355
"whatsoever",10,9.149,252.321160021453
"what've",7,3.258,277.999115861171
"wheat",5,8.321,235.886376674849
"wheel",5,9.871,226.759503688562
"wheelbarrow",11,5.951,278.607636313929
"wheelbase",9,5.714,270.552269405775
"wheelchair",10,7.08,265.967938056776
"wheeled",7,6.163,258.181239800349
"wheeling",8,6.472,260.729013980118
"wheels",6,9.371,233.762463387094
"wheelwright",11,2.639,303.117972932284
"wheeze",6,4.745,262.979265222822
"wheezed",7,3.584,275.701443883776
"wheezes",7,2.996,279.859582333773
"wheezing",8,5.513,267.172905708831
"wheezy",6,3.091,274.28921463371
